No,Sub Portfolio Name,Floor Name,Lot No,Net Area (Lot Master),NLA,Rental Base,Rental Rate,Service Charge Rate,Start Date,End Date,RCD,RED,Fit Out Commenced On,Business Name,Brand Name
383,CITIMALL SUKABUMI,2,2-STI-0001,12.80,N,,0.00,0.00,,,,,,,
384,CITIMALL SUKABUMI,2,2-STI-0002,12.48,N,,0.00,0.00,,,,,,,
385,CITIMALL SUKABUMI,2,2-STI-0003,32.00,N,,0.00,0.00,,,,,,,
386,CITIMALL SUKABUMI,2,2-TBU01,0.00,Y,,0.00,0.00,,,,,,,
387,CITIMALL SUKABUMI,2,2-TBU02,0.00,Y,,0.00,0.00,,,,,,,
388,CITIMALL SUKABUMI,2,2-TBU03,0.00,Y,,0.00,0.00,,,,,,,
389,CITIMALL SUKABUMI,2,2-TBU04,0.00,Y,,0.00,0.00,,,,,,,
390,CITIMALL SUKABUMI,3,3-0010,374.24,Y,,0.00,0.00,,,,,,,
391,CITIMALL SUKABUMI,3,3-0015,30.64,Y,,0.00,0.00,,,,,,,
392,CITIMALL SUKABUMI,3,3-0020,417.70,Y,,0.00,"49,681.28",,,,,,,
393,CITIMALL SUKABUMI,3,3-0030,0.00,Y,,0.00,0.00,,,,,,,
394,CITIMALL SUKABUMI,3,3-0031,"2,782.32",Y,Full Rental,"40,000.00","20,630.00",19/Dec/2018,18/Dec/2028,19/Dec/2018,18/Dec/2028,19/Dec/2018,"PT. MATAHARI DEPARTMENT STORE, TBK",MATAHARI DEPARTMENT STORE
395,CITIMALL SUKABUMI,3,3-0040,0.00,Y,,0.00,0.00,,,,,,,
396,CITIMALL SUKABUMI,3,3-0050,0.00,Y,,0.00,"9,000,000.00",,,,,,,
397,CITIMALL SUKABUMI,3,3-0060,0.00,Y,,0.00,0.00,,,,,,,
398,CITIMALL SUKABUMI,3,3-0070,0.00,Y,,0.00,0.00,,,,,,,
399,CITIMALL SUKABUMI,3,3-0080,0.00,Y,,0.00,0.00,,,,,,,
400,CITIMALL SUKABUMI,3,3-0090,0.00,Y,,0.00,0.00,,,,,,,
401,CITIMALL SUKABUMI,3,3-0100,0.00,Y,,0.00,0.00,,,,,,,
402,CITIMALL SUKABUMI,3,3-0100A,0.00,Y,,0.00,0.00,,,,,,,
403,CITIMALL SUKABUMI,3,3-0100B,0.00,Y,,0.00,0.00,,,,,,,
404,CITIMALL SUKABUMI,3,3-0100C,0.00,Y,,0.00,0.00,,,,,,,
405,CITIMALL SUKABUMI,3,3-0100D,0.00,Y,,0.00,0.00,,,,,,,
406,CITIMALL SUKABUMI,3,3-0100E,0.00,Y,,0.00,0.00,,,,,,,
407,CITIMALL SUKABUMI,3,3-0100F,0.00,Y,,0.00,0.00,,,,,,,
408,CITIMALL SUKABUMI,3,3-0100G,0.00,Y,,0.00,0.00,,,,,,,
409,CITIMALL SUKABUMI,3,3-0100H,0.00,Y,,0.00,0.00,,,,,,,
410,CITIMALL SUKABUMI,3,3-0100I,0.00,Y,,0.00,0.00,,,,,,,
411,CITIMALL SUKABUMI,3,3-0100J,0.00,Y,,0.00,0.00,,,,,,,
412,CITIMALL SUKABUMI,3,3-0100K,0.00,Y,,0.00,0.00,,,,,,,
413,CITIMALL SUKABUMI,3,3-0100L,0.00,Y,,0.00,0.00,,,,,,,
414,CITIMALL SUKABUMI,3,3-0100M,0.00,Y,,0.00,0.00,,,,,,,
415,CITIMALL SUKABUMI,3,3-0100N,0.00,Y,,0.00,0.00,,,,,,,
416,CITIMALL SUKABUMI,3,3-0100P,0.00,Y,,0.00,0.00,,,,,,,
417,CITIMALL SUKABUMI,3,3-0100Z,0.00,Y,,0.00,0.00,,,,,,,
418,CITIMALL SUKABUMI,3,3-0101,154.44,Y,Full Rental,"50,000.00","36,750.00",29/Nov/2018,26/Dec/2023,27/Dec/2018,26/Dec/2023,29/Nov/2018,MR. DIY,MR. DIY
419,CITIMALL SUKABUMI,3,3-0105,0.00,Y,,0.00,0.00,,,,,,,
420,CITIMALL SUKABUMI,3,3-0110,0.00,Y,,0.00,0.00,,,,,,,
421,CITIMALL SUKABUMI,3,3-0120,0.00,Y,,0.00,0.00,,,,,,,
422,CITIMALL SUKABUMI,3,3-0130,0.00,Y,,0.00,0.00,,,,,,,
423,CITIMALL SUKABUMI,3,3-0135,0.00,Y,,0.00,0.00,,,,,,,
424,CITIMALL SUKABUMI,3,3-0150,0.00,Y,,0.00,0.00,,,,,,,
425,CITIMALL SUKABUMI,3,3-0160,0.00,Y,,0.00,0.00,,,,,,,
426,CITIMALL SUKABUMI,3,3-0170,0.00,Y,,0.00,0.00,,,,,,,
427,CITIMALL SUKABUMI,3,3-0180,0.00,Y,,0.00,0.00,,,,,,,
428,CITIMALL SUKABUMI,3,3-0190,0.00,Y,,0.00,0.00,,,,,,,
429,CITIMALL SUKABUMI,3,3-0200,0.00,Y,,0.00,0.00,,,,,,,
430,CITIMALL SUKABUMI,3,3-0210,0.00,Y,,0.00,0.00,,,,,,,
431,CITIMALL SUKABUMI,3,3-0220,0.00,Y,,0.00,0.00,,,,,,,
432,CITIMALL SUKABUMI,3,3-0230,0.00,Y,,0.00,0.00,,,,,,,
433,CITIMALL SUKABUMI,3,3-0240,0.00,Y,,0.00,0.00,,,,,,,
434,CITIMALL SUKABUMI,3,3-0250,0.00,Y,,0.00,0.00,,,,,,,
435,CITIMALL SUKABUMI,3,3-0251,84.74,Y,Full Rental,"50,000.00","36,750.00",29/Nov/2018,26/Dec/2023,27/Dec/2018,26/Dec/2023,29/Nov/2018,MR. DIY,MR. DIY
436,CITIMALL SUKABUMI,3,3-0255,87.58,Y,Combine,"95,912.30",0.00,14/Jan/2020,30/Jan/2021,31/Jan/2020,30/Jan/2021,14/Jan/2020,GUNUNG AGUNG,GUNUNG AGUNG
437,CITIMALL SUKABUMI,3,3-0260,0.00,Y,,0.00,0.00,,,,,,,
438,CITIMALL SUKABUMI,3,3-0270,0.00,Y,,0.00,0.00,,,,,,,
439,CITIMALL SUKABUMI,3,3-0280,0.00,Y,,0.00,0.00,,,,,,,
440,CITIMALL SUKABUMI,3,3-0290,0.00,Y,,0.00,0.00,,,,,,,
441,CITIMALL SUKABUMI,3,3-0300,0.00,Y,,0.00,0.00,,,,,,,
442,CITIMALL SUKABUMI,3,3-0310,0.00,Y,,0.00,0.00,,,,,,,
443,CITIMALL SUKABUMI,3,3-0320,0.00,Y,,0.00,0.00,,,,,,,
444,CITIMALL SUKABUMI,3,3-0330,0.00,Y,,0.00,0.00,,,,,,,
445,CITIMALL SUKABUMI,3,3-0340,0.00,Y,,0.00,0.00,,,,,,,
446,CITIMALL SUKABUMI,3,3-0350,0.00,Y,,0.00,0.00,,,,,,,
447,CITIMALL SUKABUMI,3,3-0360,0.00,Y,,0.00,0.00,,,,,,,
448,CITIMALL SUKABUMI,3,3-0370,0.00,Y,,0.00,0.00,,,,,,,
449,CITIMALL SUKABUMI,3,3-0380,5.70,Y,Full Rental,"480,000.00","92,500.00",01/Oct/2019,30/Sep/2020,01/Oct/2019,30/Sep/2020,01/Oct/2019,PARKUD ACCESSORIES,PARKUD ACCESSORIES
450,CITIMALL SUKABUMI,3,3-0390,5.60,Y,Full Rental,"580,130.89",0.00,01/Sep/2020,30/Sep/2020,01/Sep/2020,30/Sep/2020,01/Sep/2020,FIRMAN SANUSI ( SERVICE HANDPHONE),HANDPHONE
451,CITIMALL SUKABUMI,3,3-0400,0.00,Y,,0.00,0.00,,,,,,,
452,CITIMALL SUKABUMI,3,3-0420,0.00,Y,,0.00,0.00,,,,,,,
453,CITIMALL SUKABUMI,3,3-0460,29.80,Y,,0.00,0.00,,,,,,,
454,CITIMALL SUKABUMI,3,3-0470,0.00,Y,,0.00,0.00,,,,,,,
455,CITIMALL SUKABUMI,3,3-0480,0.00,Y,,0.00,0.00,,,,,,,
456,CITIMALL SUKABUMI,3,3-0481,0.00,Y,,0.00,0.00,,,,,,,
457,CITIMALL SUKABUMI,3,3-0482,0.00,Y,,0.00,0.00,,,,,,,
458,CITIMALL SUKABUMI,3,3-0483,0.00,Y,,0.00,0.00,,,,,,,
459,CITIMALL SUKABUMI,3,3-0484,0.00,Y,,0.00,0.00,,,,,,,
460,CITIMALL SUKABUMI,3,3-0485,0.00,Y,,0.00,0.00,,,,,,,
461,CITIMALL SUKABUMI,3,3-0490,0.00,Y,,0.00,0.00,,,,,,,
462,CITIMALL SUKABUMI,3,3-0491,0.00,Y,,0.00,0.00,,,,,,,
463,CITIMALL SUKABUMI,3,3-0500,0.00,Y,,0.00,0.00,,,,,,,
464,CITIMALL SUKABUMI,3,3-0510,0.00,Y,,0.00,0.00,,,,,,,
465,CITIMALL SUKABUMI,3,3-0520,0.00,Y,,0.00,0.00,,,,,,,
466,CITIMALL SUKABUMI,3,3-0530,0.00,Y,,0.00,0.00,,,,,,,
467,CITIMALL SUKABUMI,3,3-0540,0.00,Y,,0.00,0.00,,,,,,,
468,CITIMALL SUKABUMI,3,3-0550,0.00,Y,,0.00,0.00,,,,,,,
469,CITIMALL SUKABUMI,3,3-0560,0.00,Y,,0.00,0.00,,,,,,,
470,CITIMALL SUKABUMI,3,3-0570,0.00,Y,,0.00,0.00,,,,,,,
471,CITIMALL SUKABUMI,3,3-0580,0.00,Y,,0.00,0.00,,,,,,,
472,CITIMALL SUKABUMI,3,3-0590A,4.00,Y,Full Rental,"409,091.00",0.00,01/Sep/2020,30/Sep/2020,01/Sep/2020,30/Sep/2020,01/Sep/2020,RJ CELL,RJ CELL
473,CITIMALL SUKABUMI,3,3-0590B,4.00,Y,,0.00,0.00,,,,,,,
474,CITIMALL SUKABUMI,3,3-0590C,4.00,Y,Full Rental,"409,091.00",0.00,01/Sep/2020,30/Sep/2020,01/Sep/2020,30/Sep/2020,01/Sep/2020,ABI & EZA CELL,ABI & EZA CELL
475,CITIMALL SUKABUMI,3,3-0590D,4.00,Y,Full Rental,"409,091.00",0.00,01/Sep/2020,30/Sep/2020,01/Sep/2020,30/Sep/2020,01/Sep/2020,CENTURY CELL,CENTURY CELL
476,CITIMALL SUKABUMI,3,3-0590E,4.00,Y,Full Rental,"409,091.00",0.00,01/Sep/2020,30/Sep/2020,01/Sep/2020,30/Sep/2020,01/Sep/2020,MASTER CELL,MASTER CELL
477,CITIMALL SUKABUMI,3,3-0590F,4.00,Y,Full Rental,"409,091.00",0.00,01/Sep/2020,30/Sep/2020,01/Sep/2020,30/Sep/2020,01/Sep/2020,HANDPHONE (INCUBATOR),HANDPHONE
478,CITIMALL SUKABUMI,3,3-0590G,4.00,Y,Full Rental,"409,091.00",0.00,01/Sep/2020,30/Sep/2020,01/Sep/2020,30/Sep/2020,01/Sep/2020,PONDOK CELL,PONDOK CELL
479,CITIMALL SUKABUMI,3,3-0590H,4.00,Y,,0.00,0.00,,,,,,,
480,CITIMALL SUKABUMI,3,3-0590I,4.00,Y,Full Rental,"409,091.00",0.00,01/Sep/2020,30/Sep/2020,01/Sep/2020,30/Sep/2020,01/Sep/2020,UDA COM,UDA COM
481,CITIMALL SUKABUMI,3,3-0590J,4.00,Y,,0.00,0.00,,,,,,,
482,CITIMALL SUKABUMI,3,3-BAM01,34.86,N,,0.00,0.00,,,,,,,
483,CITIMALL SUKABUMI,3,3-BAM02,47.14,N,,0.00,0.00,,,,,,,
484,CITIMALL SUKABUMI,3,3-BOH01,23.00,N,,0.00,0.00,,,,,,,
485,CITIMALL SUKABUMI,3,3-BOH02,0.00,N,,0.00,0.00,,,,,,,
486,CITIMALL SUKABUMI,3,3-BOH03,27.00,N,,0.00,0.00,,,,,,,
487,CITIMALL SUKABUMI,3,3-BOH04,40.00,N,,0.00,0.00,,,,,,,
488,CITIMALL SUKABUMI,3,3-BOH05,26.00,N,,0.00,0.00,,,,,,,
489,CITIMALL SUKABUMI,3,3-BOH06,25.00,N,,0.00,0.00,,,,,,,
490,CITIMALL SUKABUMI,3,3-BOH07,35.00,N,,0.00,0.00,,,,,,,
491,CITIMALL SUKABUMI,3,3-BOH08,25.00,N,,0.00,0.00,,,,,,,
492,CITIMALL SUKABUMI,3,3-COM,"1,134.41",N,,0.00,0.00,,,,,,,
493,CITIMALL SUKABUMI,3,3-CVT01,40.00,N,,0.00,0.00,,,,,,,
494,CITIMALL SUKABUMI,3,3-CVT02,9.00,N,,0.00,0.00,,,,,,,
495,CITIMALL SUKABUMI,3,3-CVT03,7.00,N,,0.00,0.00,,,,,,,
496,CITIMALL SUKABUMI,3,3-CVT04,9.00,N,,0.00,0.00,,,,,,,
497,CITIMALL SUKABUMI,3,3-MEP01,10.00,N,,0.00,0.00,,,,,,,
498,CITIMALL SUKABUMI,3,3-MEP02,26.00,N,,0.00,0.00,,,,,,,
499,CITIMALL SUKABUMI,3,3-MEP03,52.00,N,,0.00,0.00,,,,,,,
500,CITIMALL SUKABUMI,3,3-MEP04,32.00,N,,0.00,0.00,,,,,,,
501,CITIMALL SUKABUMI,3,3-MEP05,9.00,N,,0.00,0.00,,,,,,,
502,CITIMALL SUKABUMI,3,3-OFF01,0.00,N,,0.00,0.00,,,,,,,
503,CITIMALL SUKABUMI,3,3-OFF02,0.00,N,,0.00,0.00,,,,,,,
504,CITIMALL SUKABUMI,3,3-STI-0001,5.70,N,,0.00,0.00,,,,,,,
505,CITIMALL SUKABUMI,3,3-STI-0002,0.00,N,,0.00,0.00,,,,,,,
506,CITIMALL SUKABUMI,3,3-STI-0003,0.00,N,,0.00,0.00,,,,,,,
507,CITIMALL SUKABUMI,3,3-STI-0004,0.00,N,,0.00,0.00,,,,,,,
508,CITIMALL SUKABUMI,3,3-STI-0005,5.10,N,,0.00,0.00,,,,,,,
509,CITIMALL SUKABUMI,3,3-STI-0006,5.10,N,,0.00,0.00,,,,,,,
510,CITIMALL SUKABUMI,3,3-STI-0007,5.10,N,,0.00,0.00,,,,,,,
511,CITIMALL SUKABUMI,3,3-STI-0008,6.60,N,,0.00,0.00,,,,,,,
512,CITIMALL SUKABUMI,3,3-STI-0009,6.60,N,,0.00,0.00,,,,,,,
513,CITIMALL SUKABUMI,4,4-0010,850.00,Y,Full Rental,"29,090.91","11,818.18",21/Jul/2017,20/Dec/2022,21/Dec/2017,20/Dec/2022,21/Jul/2017,NENG OSHIN KAROKE,NENG OSHIN KAROKE
514,CITIMALL SUKABUMI,4,4-0020,803.51,Y,Full Rental,"40,000.00","38,500.00",25/Mar/2019,30/May/2022,31/May/2019,30/May/2022,25/Mar/2019,ALC,ALC
515,CITIMALL SUKABUMI,4,4-0030,"1,003.11",Y,Full Rental,"50,000.00","36,750.00",29/Nov/2018,26/Dec/2023,27/Dec/2018,26/Dec/2023,29/Nov/2018,MR. DIY,MR. DIY
516,CITIMALL SUKABUMI,4,4-0040,27.15,Y,Full Rental,"150,000.00","102,000.00",26/Mar/2019,30/May/2022,31/May/2019,30/May/2022,26/Mar/2019,ALC CORNER,ALC CORNER
517,CITIMALL SUKABUMI,4,4-0050,0.00,Y,,0.00,0.00,,,,,,,
518,CITIMALL SUKABUMI,4,4-BAM01,162.54,N,,0.00,0.00,,,,,,,
519,CITIMALL SUKABUMI,4,4-BAM02,28.82,N,,0.00,0.00,,,,,,,
520,CITIMALL SUKABUMI,4,4-BOH01,25.00,N,,0.00,0.00,,,,,,,
521,CITIMALL SUKABUMI,4,4-BOH02,27.00,N,,0.00,0.00,,,,,,,
522,CITIMALL SUKABUMI,4,4-BOH03,128.00,N,,0.00,0.00,,,,,,,
523,CITIMALL SUKABUMI,4,4-BOH04,241.00,N,,0.00,0.00,,,,,,,
524,CITIMALL SUKABUMI,4,4-BOH05,78.00,N,,0.00,0.00,,,,,,,
525,CITIMALL SUKABUMI,4,4-BOH06,23.00,N,,0.00,0.00,,,,,,,
526,CITIMALL SUKABUMI,4,4-BOH07,117.00,N,,0.00,0.00,,,,,,,
527,CITIMALL SUKABUMI,4,4-COM,444.44,N,,0.00,0.00,,,,,,,
528,CITIMALL SUKABUMI,4,4-CVT01,7.00,N,,0.00,0.00,,,,,,,
529,CITIMALL SUKABUMI,4,4-DED01,0.00,N,,0.00,0.00,,,,,,,
530,CITIMALL SUKABUMI,4,4-MEP01,"1,608.00",N,,0.00,0.00,,,,,,,
531,CITIMALL SUKABUMI,4,4-MEP02,190.00,N,,0.00,0.00,,,,,,,
532,CITIMALL SUKABUMI,4,4-MEP03,0.00,N,,0.00,0.00,,,,,,,
533,CITIMALL SUKABUMI,4,4-OFF01,0.00,N,,0.00,0.00,,,,,,,
534,THE PARK SAWANGAN,LG,LG-0010,"5,715.79",Y,Full Rental,"55,000.00","37,333.33",02/Oct/2019,02/Sep/2030,03/Sep/2020,02/Sep/2030,02/Oct/2019,LULU ,LULU
535,THE PARK SAWANGAN,LG,LG-0020,39.00,Y,Full Rental,"280,000.00","130,000.00",13/Feb/2020,12/Jul/2025,13/Jul/2020,12/Jul/2025,13/Feb/2020,BRUN BRUN,BRUN BRUN
536,THE PARK SAWANGAN,LG,LG-0030,15.00,Y,Full Rental,"400,000.00","130,000.00",07/Mar/2020,02/Jul/2023,03/Jul/2020,02/Jul/2023,07/Mar/2020,CAHAYA MONEY CHANGER,CAHAYA MONEY CHANGER
537,THE PARK SAWANGAN,LG,LG-0080,261.00,Y,,0.00,0.00,,,,,,,
538,THE PARK SAWANGAN,LG,LG-0090,16.50,Y,,0.00,0.00,,,,,,,
539,THE PARK SAWANGAN,LG,LG-0100,17.50,Y,,0.00,0.00,,,,,,,
540,THE PARK SAWANGAN,LG,LG-0105,29.00,Y,Full Rental,"275,000.00","39,000.00",28/Aug/2020,21/Sep/2022,22/Sep/2020,21/Sep/2022,28/Aug/2020,OB FIT,OB FIT
541,THE PARK SAWANGAN,LG,LG-0110,187.70,Y,Full Rental,"200,000.00","130,000.00",27/Feb/2020,31/Aug/2025,01/Sep/2020,31/Aug/2025,27/Feb/2020,AW RESTAURANT,AW RESTAURANT
542,THE PARK SAWANGAN,LG,LG-0130,198.70,Y,Full Rental,"200,000.00","130,000.00",19/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,19/Feb/2020,MINISO,MINISO
543,THE PARK SAWANGAN,LG,LG-0150,99.56,Y,Full Rental,"260,000.00","130,000.00",12/Feb/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,12/Feb/2020,DR. SPECS,DR. SPECS
544,THE PARK SAWANGAN,LG,LG-0160,199.54,Y,Full Rental,"190,000.00","130,000.00",11/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,11/Feb/2020,WATSONS,WATSONS
545,THE PARK SAWANGAN,LG,LG-0190,49.73,Y,Full Rental,"170,000.00","130,000.00",21/Feb/2020,10/Jul/2025,11/Jul/2020,10/Jul/2025,21/Feb/2020,CHATIME,CHATIME
546,THE PARK SAWANGAN,LG,LG-0210,177.50,Y,Full Rental,"250,000.00","130,000.00",05/Feb/2020,02/Jul/2025,03/Jul/2020,02/Jul/2025,05/Feb/2020,SOLARIA,SOLARIA
547,THE PARK SAWANGAN,LG,LG-0220,35.00,Y,Full Rental,"250,000.00","130,000.00",05/Feb/2020,02/Jul/2025,03/Jul/2020,02/Jul/2025,05/Feb/2020,SOLARIA,SOLARIA
548,THE PARK SAWANGAN,LG,LG-0230,164.00,Y,,0.00,0.00,,,,,,,
549,THE PARK SAWANGAN,LG,LG-0240,23.00,Y,,0.00,0.00,,,,,,,
550,THE PARK SAWANGAN,LG,LG-0250,155.51,Y,Full Rental,"225,000.00","130,000.00",31/Jan/2020,08/Jul/2025,09/Jul/2020,08/Jul/2025,31/Jan/2020,BAKSO LAPANGAN TEMBAK SENAYAN,BAKSO LAPANGAN TEMBAK SENAYAN
551,THE PARK SAWANGAN,LG,LG-0260,29.00,Y,Full Rental,"225,000.00","130,000.00",31/Jan/2020,08/Jul/2025,09/Jul/2020,08/Jul/2025,31/Jan/2020,BAKSO LAPANGAN TEMBAK SENAYAN,BAKSO LAPANGAN TEMBAK SENAYAN
552,THE PARK SAWANGAN,LG,LG-0270,98.40,Y,Full Rental,"200,000.00","130,000.00",20/Feb/2020,20/Aug/2025,21/Aug/2020,20/Aug/2025,20/Feb/2020,SALON CHRISTOPER,SALON CHRISTOPER
553,THE PARK SAWANGAN,LG,LG-0290,19.01,Y,Full Rental,"350,000.00","130,000.00",18/Feb/2020,17/Aug/2023,18/Aug/2020,17/Aug/2023,18/Feb/2020,DUM - DUM,DUM - DUM 
554,THE PARK SAWANGAN,LG,LG-0295,22.03,Y,Full Rental,"250,000.00","130,000.00",19/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,19/Feb/2020,OLD CHANG KEE,OLD CHANG KEE
555,THE PARK SAWANGAN,LG,LG-0300,25.00,Y,Full Rental,"260,000.00","21,666.67",26/Aug/2020,25/Sep/2022,26/Sep/2020,25/Sep/2022,26/Aug/2020,KOPI TUYA,KOPI TUYA
556,THE PARK SAWANGAN,LG,LG-0305,28.40,Y,Full Rental,"300,000.00","130,000.00",04/Feb/2020,02/Jul/2025,03/Jul/2020,02/Jul/2025,04/Feb/2020,KOPI KENANGAN,KOPI KENANGAN
557,THE PARK SAWANGAN,LG,LG-0310,28.81,Y,Full Rental,"275,000.00",0.00,22/Jan/2020,31/Jul/2036,01/Aug/2020,31/Jul/2023,22/Jan/2020,SHIHLIN,SHIHLIN
558,THE PARK SAWANGAN,LG,LG-0315,25.36,Y,Full Rental,"275,000.00","130,000.00",22/Jan/2020,09/Jul/2023,10/Jul/2020,09/Jul/2023,22/Jan/2020,HOUSE OF TOWEL,HOUSE OF TOWEL
559,THE PARK SAWANGAN,LG,LG-0330,32.00,Y,Full Rental,"50,000.00",0.00,27/Feb/2020,31/Aug/2025,01/Sep/2020,31/Aug/2025,27/Feb/2020,GUDANG AW RESTAURANT,GUDANG AW RESTAURANT
560,THE PARK SAWANGAN,LG,LG-0340,15.00,Y,Full Rental,"121,212.12",0.00,19/Mar/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,19/Mar/2020,GUDANG BURGER KING,GUDANG BURGER KING 
561,THE PARK SAWANGAN,LG,LG-0350,16.00,Y,,0.00,0.00,,,,,,,
562,THE PARK SAWANGAN,LG,LG-0355,16.00,Y,,0.00,0.00,,,,,,,
563,THE PARK SAWANGAN,LG,LG-0360,68.00,Y,Full Rental,"350,000.00","130,000.00",29/Feb/2020,02/Jul/2022,03/Jul/2020,02/Jul/2022,29/Feb/2020,MARKETING GALLERY GARDENS,MARKETING GALLERY GARDENS
564,THE PARK SAWANGAN,LG,LG-0430,16.00,Y,Full Rental,"500,000.00","130,000.00",19/Feb/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,19/Feb/2020,POTATO CORNER,POTATO CORNER
565,THE PARK SAWANGAN,LG,LG-0440,15.00,Y,Full Rental,"500,000.00","130,000.00",05/Mar/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,05/Mar/2020,PUYO DESSERT,PUYO DESSERT
566,THE PARK SAWANGAN,LG,LG-0450,15.00,Y,Full Rental,"650,000.00","69,333.33",01/Sep/2020,14/Feb/2021,15/Sep/2020,14/Feb/2021,01/Sep/2020,SELVY GUAVA,SELVY GUAVA
567,THE PARK SAWANGAN,LG,LG-0460,16.00,Y,Full Rental,"500,000.00","130,000.00",12/Mar/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,12/Mar/2020,ROTI O,ROTI O
568,THE PARK SAWANGAN,LG,LG-BAM01,14.04,N,,0.00,0.00,,,,,,,
569,THE PARK SAWANGAN,LG,LG-BAM02,14.10,N,,0.00,0.00,,,,,,,
570,THE PARK SAWANGAN,LG,LG-BAM03,11.89,N,,0.00,0.00,,,,,,,
571,THE PARK SAWANGAN,LG,LG-BAM04,5.36,N,,0.00,0.00,,,,,,,
572,THE PARK SAWANGAN,LG,LG-BAM05,41.09,N,,0.00,0.00,,,,,,,
573,THE PARK SAWANGAN,LG,LG-BAM06,52.34,N,,0.00,0.00,,,,,,,
574,THE PARK SAWANGAN,LG,LG-BAM07,10.36,N,,0.00,0.00,,,,,,,
575,THE PARK SAWANGAN,LG,LG-BAM08,10.35,N,,0.00,0.00,,,,,,,
576,THE PARK SAWANGAN,LG,LG-BIN01,35.26,N,,0.00,0.00,,,,,,,
577,THE PARK SAWANGAN,LG,LG-BOH01,305.21,N,,0.00,0.00,,,,,,,
578,THE PARK SAWANGAN,LG,LG-BOH02,12.39,N,,0.00,0.00,,,,,,,
579,THE PARK SAWANGAN,LG,LG-BOH03,19.51,N,,0.00,0.00,,,,,,,
580,THE PARK SAWANGAN,LG,LG-BOH04,22.80,N,,0.00,0.00,,,,,,,
581,THE PARK SAWANGAN,LG,LG-BOH05,39.04,N,,0.00,0.00,,,,,,,
582,THE PARK SAWANGAN,LG,LG-BOH06,1.76,N,,0.00,0.00,,,,,,,
583,THE PARK SAWANGAN,LG,LG-BOH07,15.63,N,,0.00,0.00,,,,,,,
584,THE PARK SAWANGAN,LG,LG-BOH08,8.67,N,,0.00,0.00,,,,,,,
585,THE PARK SAWANGAN,LG,LG-BOH09,23.27,N,,0.00,0.00,,,,,,,
586,THE PARK SAWANGAN,LG,LG-BOH10,21.09,N,,0.00,0.00,,,,,,,
587,THE PARK SAWANGAN,LG,LG-BOH11,25.60,N,,0.00,0.00,,,,,,,
588,THE PARK SAWANGAN,LG,LG-BOH12,141.03,N,,0.00,0.00,,,,,,,
