No,Sub Portfolio Name,Floor Name,Lot No,Net Area (Lot Master),NLA,Rental Base,Rental Rate,Service Charge Rate,Start Date,End Date,RCD,RED,Fit Out Commenced On,Business Name,Brand Name
589,THE PARK SAWANGAN,LG,LG-BOH13,62.79,N,,0.00,0.00,,,,,,,
590,THE PARK SAWANGAN,LG,LG-COM01,"2,066.41",N,,0.00,0.00,,,,,,,
591,THE PARK SAWANGAN,LG,LG-CVT01,55.48,N,,0.00,0.00,,,,,,,
592,THE PARK SAWANGAN,LG,LG-CVT02,34.34,N,,0.00,0.00,,,,,,,
593,THE PARK SAWANGAN,LG,LG-CVT03,7.71,N,,0.00,0.00,,,,,,,
594,THE PARK SAWANGAN,LG,LG-CVT04,62.06,N,,0.00,0.00,,,,,,,
595,THE PARK SAWANGAN,LG,LG-CVT05,34.34,N,,0.00,0.00,,,,,,,
596,THE PARK SAWANGAN,LG,LG-CVT06,7.46,N,,0.00,0.00,,,,,,,
597,THE PARK SAWANGAN,LG,LG-CVT07,55.48,N,,0.00,0.00,,,,,,,
598,THE PARK SAWANGAN,LG,LG-CVT08,9.50,N,,0.00,0.00,,,,,,,
599,THE PARK SAWANGAN,LG,LG-CVT09,9.50,N,,0.00,0.00,,,,,,,
600,THE PARK SAWANGAN,LG,LG-CVT10,10.31,N,,0.00,0.00,,,,,,,
601,THE PARK SAWANGAN,LG,LG-CVT11,10.31,N,,0.00,0.00,,,,,,,
602,THE PARK SAWANGAN,LG,LG-GRS01,112.97,N,,0.00,0.00,,,,,,,
603,THE PARK SAWANGAN,LG,LG-ICT01,10.66,N,,0.00,0.00,,,,,,,
604,THE PARK SAWANGAN,LG,LG-ICT02,4.78,N,,0.00,0.00,,,,,,,
605,THE PARK SAWANGAN,LG,LG-MEP01,25.57,N,,0.00,0.00,,,,,,,
606,THE PARK SAWANGAN,LG,LG-MEP02,0.00,N,,0.00,0.00,,,,,,,
607,THE PARK SAWANGAN,LG,LG-MEP03,27.90,N,,0.00,0.00,,,,,,,
608,THE PARK SAWANGAN,LG,LG-MEP04,2.54,N,,0.00,0.00,,,,,,,
609,THE PARK SAWANGAN,LG,LG-MEP05,12.82,N,,0.00,0.00,,,,,,,
610,THE PARK SAWANGAN,LG,LG-MEP06,43.16,N,,0.00,0.00,,,,,,,
611,THE PARK SAWANGAN,LG,LG-MEP07,17.20,N,,0.00,0.00,,,,,,,
612,THE PARK SAWANGAN,LG,LG-MEP08,32.90,N,,0.00,0.00,,,,,,,
613,THE PARK SAWANGAN,LG,LG-MEP09,34.46,N,,0.00,0.00,,,,,,,
614,THE PARK SAWANGAN,LG,LG-MEP10,0.00,N,,0.00,0.00,,,,,,,
615,THE PARK SAWANGAN,LG,LG-MEP11,4.18,N,,0.00,0.00,,,,,,,
616,THE PARK SAWANGAN,LG,LG-MEP12,44.00,N,,0.00,0.00,,,,,,,
617,THE PARK SAWANGAN,LG,LG-MEP13,1.57,N,,0.00,0.00,,,,,,,
618,THE PARK SAWANGAN,LG,LG-OBA01,12.16,N,,0.00,0.00,,,,,,,
619,THE PARK SAWANGAN,LG,LG-OBH01,7.92,N,,0.00,0.00,,,,,,,
620,THE PARK SAWANGAN,LG,LG-OBH02,22.74,N,,0.00,0.00,,,,,,,
621,THE PARK SAWANGAN,LG,LG-OBH03,22.97,N,,0.00,0.00,,,,,,,
622,THE PARK SAWANGAN,LG,LG-OBH04,14.79,N,,0.00,0.00,,,,,,,
623,THE PARK SAWANGAN,LG,LG-OBH05,27.30,N,,0.00,0.00,,,,,,,
624,THE PARK SAWANGAN,LG,LG-OBH06,19.25,N,,0.00,0.00,,,,,,,
625,THE PARK SAWANGAN,LG,LG-OBH07,22.76,N,,0.00,0.00,,,,,,,
626,THE PARK SAWANGAN,LG,LG-OME01,24.37,N,,0.00,0.00,,,,,,,
627,THE PARK SAWANGAN,LG,LG-OME02,22.40,N,,0.00,0.00,,,,,,,
628,THE PARK SAWANGAN,LG,LG-PKG01,"10,555.37",N,,0.00,0.00,,,,,,,
629,THE PARK SAWANGAN,LGM,LGM-0010,365.39,Y,Full Rental,"33,000.00","22,400.00",02/Oct/2019,02/Sep/2030,03/Sep/2020,02/Sep/2030,02/Oct/2019,LULU ,LULU
630,THE PARK SAWANGAN,LGM,LGM-BAM01,94.54,N,,0.00,0.00,,,,,,,
631,THE PARK SAWANGAN,LGM,LGM-BAM02,31.26,N,,0.00,0.00,,,,,,,
632,THE PARK SAWANGAN,LGM,LGM-BAM03,29.63,N,,0.00,0.00,,,,,,,
633,THE PARK SAWANGAN,LGM,LGM-BAM04,37.18,N,,0.00,0.00,,,,,,,
634,THE PARK SAWANGAN,LGM,LGM-BAM05,96.03,N,,0.00,0.00,,,,,,,
635,THE PARK SAWANGAN,LGM,LGM-BAM06,47.59,N,,0.00,0.00,,,,,,,
636,THE PARK SAWANGAN,LGM,LGM-BAM07,176.04,N,,0.00,0.00,,,,,,,
637,THE PARK SAWANGAN,LGM,LGM-BIN01,208.08,N,,0.00,0.00,,,,,,,
638,THE PARK SAWANGAN,LGM,LGM-BIN02,81.05,N,,0.00,0.00,,,,,,,
639,THE PARK SAWANGAN,LGM,LGM-BOH01,19.97,N,,0.00,0.00,,,,,,,
640,THE PARK SAWANGAN,LGM,LGM-BOH02,1.54,N,,0.00,0.00,,,,,,,
641,THE PARK SAWANGAN,LGM,LGM-BOH03,1.54,N,,0.00,0.00,,,,,,,
642,THE PARK SAWANGAN,LGM,LGM-BOH04,8.29,N,,0.00,0.00,,,,,,,
643,THE PARK SAWANGAN,LGM,LGM-BOH05,19.48,N,,0.00,0.00,,,,,,,
644,THE PARK SAWANGAN,LGM,LGM-BOH06,365.39,N,,0.00,0.00,,,,,,,
645,THE PARK SAWANGAN,LGM,LGM-COM01,665.52,N,,0.00,0.00,,,,,,,
646,THE PARK SAWANGAN,LGM,LGM-CVT01,34.81,N,,0.00,0.00,,,,,,,
647,THE PARK SAWANGAN,LGM,LGM-CVT02,7.67,N,,0.00,0.00,,,,,,,
648,THE PARK SAWANGAN,LGM,LGM-CVT03,7.63,N,,0.00,0.00,,,,,,,
649,THE PARK SAWANGAN,LGM,LGM-CVT04,35.22,N,,0.00,0.00,,,,,,,
650,THE PARK SAWANGAN,LGM,LGM-ICT01,30.44,N,,0.00,0.00,,,,,,,
651,THE PARK SAWANGAN,LGM,LGM-ICT02,3.97,N,,0.00,0.00,,,,,,,
652,THE PARK SAWANGAN,LGM,LGM-MEP01,24.36,N,,0.00,0.00,,,,,,,
653,THE PARK SAWANGAN,LGM,LGM-MEP02,0.00,N,,0.00,0.00,,,,,,,
654,THE PARK SAWANGAN,LGM,LGM-MEP03,18.99,N,,0.00,0.00,,,,,,,
655,THE PARK SAWANGAN,LGM,LGM-MEP04,15.91,N,,0.00,0.00,,,,,,,
656,THE PARK SAWANGAN,LGM,LGM-MEP05,0.00,N,,0.00,0.00,,,,,,,
657,THE PARK SAWANGAN,LGM,LGM-OBA01,11.74,N,,0.00,0.00,,,,,,,
658,THE PARK SAWANGAN,LGM,LGM-OBH01,8.00,N,,0.00,0.00,,,,,,,
659,THE PARK SAWANGAN,LGM,LGM-OBH02,22.66,N,,0.00,0.00,,,,,,,
660,THE PARK SAWANGAN,LGM,LGM-OBH03,22.74,N,,0.00,0.00,,,,,,,
661,THE PARK SAWANGAN,LGM,LGM-OBH04,14.60,N,,0.00,0.00,,,,,,,
662,THE PARK SAWANGAN,LGM,LGM-OBH05,22.81,N,,0.00,0.00,,,,,,,
663,THE PARK SAWANGAN,LGM,LGM-OBH06,11.40,N,,0.00,0.00,,,,,,,
664,THE PARK SAWANGAN,LGM,LGM-OBH07,26.47,N,,0.00,0.00,,,,,,,
665,THE PARK SAWANGAN,LGM,LGM-PKG01,"7,117.40",N,,0.00,0.00,,,,,,,
666,THE PARK SAWANGAN,LGM,LGM-ROD01,97.59,N,,0.00,0.00,,,,,,,
667,THE PARK SAWANGAN,G,G-0010,"3,213.92",Y,Full Rental,0.00,"30,000.00",10/Dec/2019,15/Jul/2031,16/Jul/2020,15/Jul/2031,10/Dec/2019,MATAHARI DEPARTMENT STORE,MATAHARI DEPARTMENT STORE
668,THE PARK SAWANGAN,G,G-0020,88.30,Y,Full Rental,"275,000.00","130,000.00",13/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,13/Feb/2020,BERRYBENKA,BERRYBENKA
669,THE PARK SAWANGAN,G,G-0030,81.05,Y,Full Rental,"250,000.00","130,000.00",19/Feb/2020,05/Jul/2025,06/Jul/2020,05/Jul/2025,19/Feb/2020,THE BODY SHOP,THE BODY SHOP
670,THE PARK SAWANGAN,G,G-0040,38.60,Y,Full Rental,"315,000.00","130,000.00",10/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,10/Feb/2020,C&F PERFUMERY,C & F PERFUMERY
671,THE PARK SAWANGAN,G,G-0050,"1,772.76",Y,Revenue Share,0.00,0.00,25/Oct/2019,15/Jul/2040,16/Jul/2020,15/Jul/2040,25/Oct/2019,H&M,H&M
672,THE PARK SAWANGAN,G,G-0060,128.00,Y,Full Rental,"185,000.00","130,000.00",26/Feb/2020,15/Jul/2030,16/Jul/2020,15/Jul/2030,26/Feb/2020,JCO DONUTS & COFFEE,JCO DONUTS & COFFEE
673,THE PARK SAWANGAN,G,G-0065,74.00,Y,Full Rental,0.00,0.00,26/Feb/2020,15/Jul/2030,16/Jul/2020,15/Jul/2030,26/Feb/2020,JCO DONUTS & COFFEE,JCO DONUTS & COFFEE
674,THE PARK SAWANGAN,G,G-0070,77.00,Y,Full Rental,"185,000.00","130,000.00",26/Feb/2020,15/Jul/2030,16/Jul/2020,15/Jul/2030,26/Feb/2020,BREADTALK,BREADTALK
675,THE PARK SAWANGAN,G,G-0080,134.00,Y,Full Rental,"180,000.00",0.00,11/Mar/2020,26/Mar/2025,27/Mar/2020,26/Mar/2025,11/Mar/2020,STARBUCKS,STARBUCKS
676,THE PARK SAWANGAN,G,G-0090,42.00,Y,Full Rental,"90,000.00",0.00,11/Mar/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,11/Mar/2020,STARBUCKS,STARBUCKS
677,THE PARK SAWANGAN,G,G-0100,186.27,Y,Full Rental,"180,000.00","130,000.00",09/Mar/2020,14/Aug/2025,15/Aug/2020,14/Aug/2025,09/Mar/2020,SKECHERS,SKECHERS
678,THE PARK SAWANGAN,G,G-0120,17.00,Y,Full Rental,"600,000.00","130,000.00",26/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,26/Feb/2020,WATCH CLUB,WATCH CLUB
679,THE PARK SAWANGAN,G,G-0130,107.00,Y,Full Rental,"300,000.00","130,000.00",12/Mar/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,12/Mar/2020,LEVI'S,LEVI'S
680,THE PARK SAWANGAN,G,G-0150,122.66,Y,Full Rental,"300,000.00","130,000.00",20/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,20/Feb/2020,GIORDANO,GIORDANO
681,THE PARK SAWANGAN,G,G-0170,252.08,Y,Full Rental,"200,000.00","130,000.00",27/Jan/2020,02/Jul/2025,03/Jul/2020,02/Jul/2025,27/Jan/2020,MARUGAME,MARUGAME UDON
682,THE PARK SAWANGAN,G,G-0210,256.12,Y,Full Rental,"200,000.00","130,000.00",30/Jan/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,30/Jan/2020,PIZZA HUT,PIZZA HUT
683,THE PARK SAWANGAN,G,G-0250,83.00,Y,,0.00,0.00,,,,,,,
684,THE PARK SAWANGAN,G,G-0260,18.00,Y,,0.00,0.00,,,,,,,
685,THE PARK SAWANGAN,G,G-0270,19.00,Y,,0.00,0.00,,,,,,,
686,THE PARK SAWANGAN,G,G-0280,127.00,Y,Full Rental,"220,000.00",0.00,30/Aug/2020,29/Aug/2025,30/Aug/2020,29/Aug/2025,30/Aug/2020,TOKYO BELLY & THE DJOURNAL'S,TOKYO BELLY & THE DJOURNAL'S
687,THE PARK SAWANGAN,G,G-0290,22.00,Y,Full Rental,"220,000.00",0.00,30/Aug/2020,29/Aug/2025,30/Aug/2020,29/Aug/2025,30/Aug/2020,TOKYO BELLY & THE DJOURNAL'S,TOKYO BELLY & THE DJOURNAL'S
688,THE PARK SAWANGAN,G,G-0300,46.00,Y,Full Rental,"110,000.00",0.00,30/Aug/2020,29/Aug/2025,30/Aug/2020,29/Aug/2025,30/Aug/2020,TOKYO BELLY & THE DJOURNAL'S,TOKYO BELLY & THE DJOURNAL'S
689,THE PARK SAWANGAN,G,G-0310,136.07,Y,Full Rental,"180,000.00","130,000.00",30/Jan/2020,05/Aug/2025,06/Aug/2020,05/Aug/2025,30/Jan/2020,DAPUR SOLO,DAPUR SOLO
690,THE PARK SAWANGAN,G,G-0320,21.00,Y,Full Rental,"180,000.00","130,000.00",30/Jan/2020,05/Aug/2025,06/Aug/2020,05/Aug/2025,30/Jan/2020,DAPUR SOLO,DAPUR SOLO
691,THE PARK SAWANGAN,G,G-0330,49.00,Y,Full Rental,0.00,"65,000.00",30/Jan/2020,05/Aug/2025,06/Aug/2020,05/Aug/2025,30/Jan/2020,DAPUR SOLO,DAPUR SOLO
692,THE PARK SAWANGAN,G,G-0340,149.54,Y,Full Rental,"180,000.00","130,000.00",30/Jan/2020,05/Aug/2025,06/Aug/2020,05/Aug/2025,30/Jan/2020,ICHIBAN SUSHI,ICHIBAN SUSHI
693,THE PARK SAWANGAN,G,G-0350,21.00,Y,Full Rental,"180,000.00","130,000.00",30/Jan/2020,05/Aug/2025,06/Aug/2020,05/Aug/2025,30/Jan/2020,ICHIBAN SUSHI,ICHIBAN SUSHI
694,THE PARK SAWANGAN,G,G-0360,58.00,Y,Full Rental,0.00,"65,000.00",30/Jan/2020,05/Aug/2025,06/Aug/2020,05/Aug/2025,30/Jan/2020,ICHIBAN SUSHI,ICHIBAN SUSHI
695,THE PARK SAWANGAN,G,G-0370,147.52,Y,Full Rental,"150,000.00",0.00,04/Feb/2020,31/Aug/2025,01/Sep/2020,31/Aug/2025,04/Feb/2020,BURGER KING,BURGER KING
696,THE PARK SAWANGAN,G,G-0380,30.00,Y,Full Rental,"150,000.00",0.00,04/Feb/2020,31/Aug/2025,01/Sep/2020,31/Aug/2025,04/Feb/2020,BURGER KING,BURGER KING
697,THE PARK SAWANGAN,G,G-0390,46.15,Y,Full Rental,"75,000.00",0.00,04/Feb/2020,31/Aug/2025,01/Sep/2020,31/Aug/2025,04/Feb/2020,BURGER KING,BURGER KING
698,THE PARK SAWANGAN,G,G-0400,90.49,Y,Full Rental,"300,000.00","130,000.00",29/Jan/2020,02/Jul/2025,03/Jul/2020,02/Jul/2025,29/Jan/2020,SAMSUNG,SAMSUNG
699,THE PARK SAWANGAN,G,G-0420,93.00,Y,Full Rental,"300,000.00","130,000.00",24/Jan/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,24/Jan/2020,THE PALACE,THE PALACE
700,THE PARK SAWANGAN,G,G-0430,90.00,Y,Full Rental,"300,000.00","130,000.00",20/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,20/Feb/2020,OPTIK TUNGGAL,OPTIK TUNGGAL
701,THE PARK SAWANGAN,G,G-0440,83.14,Y,Full Rental,"300,000.00","130,000.00",19/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,19/Feb/2020,OPTIK MELAWAI,OPTIK MELAWAI
702,THE PARK SAWANGAN,G,G-0450,1.00,Y,,0.00,0.00,,,,,,,
703,THE PARK SAWANGAN,G,G-0460,1.00,Y,,0.00,0.00,,,,,,,
704,THE PARK SAWANGAN,G,G-0470,1.00,Y,,0.00,0.00,,,,,,,
705,THE PARK SAWANGAN,G,G-0480,1.00,Y,,0.00,0.00,,,,,,,
706,THE PARK SAWANGAN,G,G-0490,1.00,Y,,0.00,0.00,,,,,,,
707,THE PARK SAWANGAN,G,G-0500,1.00,Y,,0.00,0.00,,,,,,,
708,THE PARK SAWANGAN,G,G-0510,1.00,Y,,0.00,0.00,,,,,,,
709,THE PARK SAWANGAN,G,G-0520,0.00,Y,Full Rental,0.00,0.00,30/Aug/2020,29/Aug/2025,30/Aug/2020,29/Aug/2025,30/Aug/2020,TOKYO BELLY & THE DJOURNAL'S,TOKYO BELLY & THE DJOURNAL'S
710,THE PARK SAWANGAN,G,G-BAM01,34.33,N,,0.00,0.00,,,,,,,
711,THE PARK SAWANGAN,G,G-BAM02,4.87,N,,0.00,0.00,,,,,,,
712,THE PARK SAWANGAN,G,G-BAM03,26.51,N,,0.00,0.00,,,,,,,
713,THE PARK SAWANGAN,G,G-BAM04,11.74,N,,0.00,0.00,,,,,,,
714,THE PARK SAWANGAN,G,G-BAM05,38.13,N,,0.00,0.00,,,,,,,
715,THE PARK SAWANGAN,G,G-BAM06,49.24,N,,0.00,0.00,,,,,,,
716,THE PARK SAWANGAN,G,G-BAM07,5.31,N,,0.00,0.00,,,,,,,
717,THE PARK SAWANGAN,G,G-BAM08,8.16,N,,0.00,0.00,,,,,,,
718,THE PARK SAWANGAN,G,G-BAM09,10.11,N,,0.00,0.00,,,,,,,
719,THE PARK SAWANGAN,G,G-BIN01,372.06,N,,0.00,0.00,,,,,,,
720,THE PARK SAWANGAN,G,G-BIN02,17.14,N,,0.00,0.00,,,,,,,
721,THE PARK SAWANGAN,G,G-BOH01,0.00,N,,0.00,0.00,,,,,,,
722,THE PARK SAWANGAN,G,G-BOH02,3.03,N,,0.00,0.00,,,,,,,
723,THE PARK SAWANGAN,G,G-BOH03,17.53,N,,0.00,0.00,,,,,,,
724,THE PARK SAWANGAN,G,G-BOH04,20.88,N,,0.00,0.00,,,,,,,
725,THE PARK SAWANGAN,G,G-BOH05,5.09,N,,0.00,0.00,,,,,,,
726,THE PARK SAWANGAN,G,G-BOH06,49.51,N,,0.00,0.00,,,,,,,
727,THE PARK SAWANGAN,G,G-BOH07,1.10,N,,0.00,0.00,,,,,,,
728,THE PARK SAWANGAN,G,G-BOH08,16.61,N,,0.00,0.00,,,,,,,
729,THE PARK SAWANGAN,G,G-BOH09,4.64,N,,0.00,0.00,,,,,,,
730,THE PARK SAWANGAN,G,G-BOH10,48.48,N,,0.00,0.00,,,,,,,
731,THE PARK SAWANGAN,G,G-BOH11,53.32,N,,0.00,0.00,,,,,,,
732,THE PARK SAWANGAN,G,G-BOH12,25.41,N,,0.00,0.00,,,,,,,
733,THE PARK SAWANGAN,G,G-BOH13,41.05,N,,0.00,0.00,,,,,,,
734,THE PARK SAWANGAN,G,G-BOH14,142.72,N,,0.00,0.00,,,,,,,
735,THE PARK SAWANGAN,G,G-BOH15,36.23,N,,0.00,0.00,,,,,,,
736,THE PARK SAWANGAN,G,G-BOH16,53.29,N,,0.00,0.00,,,,,,,
737,THE PARK SAWANGAN,G,G-COM01,"3,449.30",N,,0.00,0.00,,,,,,,
738,THE PARK SAWANGAN,G,G-COM02,0.00,N,,0.00,0.00,,,,,,,
739,THE PARK SAWANGAN,G,G-CVT01,47.71,N,,0.00,0.00,,,,,,,
740,THE PARK SAWANGAN,G,G-CVT02,7.71,N,,0.00,0.00,,,,,,,
741,THE PARK SAWANGAN,G,G-CVT03,47.71,N,,0.00,0.00,,,,,,,
742,THE PARK SAWANGAN,G,G-CVT04,7.35,N,,0.00,0.00,,,,,,,
743,THE PARK SAWANGAN,G,G-CVT05,46.15,N,,0.00,0.00,,,,,,,
744,THE PARK SAWANGAN,G,G-CVT06,9.45,N,,0.00,0.00,,,,,,,
745,THE PARK SAWANGAN,G,G-CVT07,9.49,N,,0.00,0.00,,,,,,,
746,THE PARK SAWANGAN,G,G-CVT08,8.66,N,,0.00,0.00,,,,,,,
747,THE PARK SAWANGAN,G,G-CVT09,10.31,N,,0.00,0.00,,,,,,,
748,THE PARK SAWANGAN,G,G-CVT10,12.02,N,,0.00,0.00,,,,,,,
749,THE PARK SAWANGAN,G,G-CVT11,47.26,N,,0.00,0.00,,,,,,,
750,THE PARK SAWANGAN,G,G-CVT12,9.71,N,,0.00,0.00,,,,,,,
751,THE PARK SAWANGAN,G,G-GRS01,"4,483.37",N,,0.00,0.00,,,,,,,
752,THE PARK SAWANGAN,G,G-ICT01,11.19,N,,0.00,0.00,,,,,,,
753,THE PARK SAWANGAN,G,G-ICT02,3.16,N,,0.00,0.00,,,,,,,
754,THE PARK SAWANGAN,G,G-MEP01,41.27,N,,0.00,0.00,,,,,,,
755,THE PARK SAWANGAN,G,G-MEP02,9.88,N,,0.00,0.00,,,,,,,
756,THE PARK SAWANGAN,G,G-MEP03,2.49,N,,0.00,0.00,,,,,,,
757,THE PARK SAWANGAN,G,G-MEP04,2.10,N,,0.00,0.00,,,,,,,
758,THE PARK SAWANGAN,G,G-MEP05,30.97,N,,0.00,0.00,,,,,,,
759,THE PARK SAWANGAN,G,G-MEP06,37.79,N,,0.00,0.00,,,,,,,
760,THE PARK SAWANGAN,G,G-MEP07,0.00,N,,0.00,0.00,,,,,,,
761,THE PARK SAWANGAN,G,G-MEP08,28.88,N,,0.00,0.00,,,,,,,
762,THE PARK SAWANGAN,G,G-MEP09,14.62,N,,0.00,0.00,,,,,,,
763,THE PARK SAWANGAN,G,G-MEP10,12.26,N,,0.00,0.00,,,,,,,
764,THE PARK SAWANGAN,G,G-MEP11,29.04,N,,0.00,0.00,,,,,,,
765,THE PARK SAWANGAN,G,G-MEP12,4.30,N,,0.00,0.00,,,,,,,
766,THE PARK SAWANGAN,G,G-MEP13,40.26,N,,0.00,0.00,,,,,,,
767,THE PARK SAWANGAN,G,G-OBH01,1.76,N,,0.00,0.00,,,,,,,
768,THE PARK SAWANGAN,G,G-OBH02,2.64,N,,0.00,0.00,,,,,,,
769,THE PARK SAWANGAN,G,G-OBH03,26.63,N,,0.00,0.00,,,,,,,
770,THE PARK SAWANGAN,G,G-OBH04,35.90,N,,0.00,0.00,,,,,,,
771,THE PARK SAWANGAN,G,G-OBH05,24.26,N,,0.00,0.00,,,,,,,
772,THE PARK SAWANGAN,G,G-OBH06,38.89,N,,0.00,0.00,,,,,,,
773,THE PARK SAWANGAN,G,G-OBH07,42.45,N,,0.00,0.00,,,,,,,
774,THE PARK SAWANGAN,G,G-OBH08,47.87,N,,0.00,0.00,,,,,,,
775,THE PARK SAWANGAN,G,G-OBH09,31.25,N,,0.00,0.00,,,,,,,
776,THE PARK SAWANGAN,G,G-OBH10,24.42,N,,0.00,0.00,,,,,,,
777,THE PARK SAWANGAN,G,G-OBH11,1.65,N,,0.00,0.00,,,,,,,
778,THE PARK SAWANGAN,G,G-ROD01,"8,336.04",N,,0.00,0.00,,,,,,,
779,THE PARK SAWANGAN,1,1-0010,"2,735.21",Y,Full Rental,0.00,"30,000.00",10/Dec/2019,15/Jul/2031,16/Jul/2020,15/Jul/2031,10/Dec/2019,MATAHARI DEPARTMENT STORE,MATAHARI DEPARTMENT STORE
780,THE PARK SAWANGAN,1,1-0020,56.00,Y,Full Rental,"275,000.00","130,000.00",26/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,26/Feb/2020,TIWIE,TIWIE
781,THE PARK SAWANGAN,1,1-0040,"2,359.72",Y,Revenue Share,0.00,0.00,28/Nov/2019,02/Jul/2027,03/Jul/2020,02/Jul/2027,28/Nov/2019,UNIQLO,UNIQLO
782,THE PARK SAWANGAN,1,1-0050,403.96,Y,Full Rental,"130,000.00","100,000.00",17/Feb/2020,14/Aug/2025,15/Aug/2020,14/Aug/2025,17/Feb/2020,SPORTS STATION,SPORTS STATION
783,THE PARK SAWANGAN,1,1-0080,123.00,Y,Full Rental,"275,000.00","130,000.00",20/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,20/Feb/2020,SEPATU BATA,SEPATU BATA
784,THE PARK SAWANGAN,1,1-0085,97.81,Y,Full Rental,"175,000.00","130,000.00",30/Jan/2020,02/Jul/2025,03/Jul/2020,02/Jul/2025,30/Jan/2020,BATIK KERIS,BATIK KERIS
785,THE PARK SAWANGAN,1,1-0090,0.00,Y,,0.00,0.00,,,,,,,
786,THE PARK SAWANGAN,1,1-0100,13.00,Y,,0.00,0.00,,,,,,,
787,THE PARK SAWANGAN,1,1-0110,71.00,Y,Full Rental,"250,000.00","130,000.00",28/Feb/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,28/Feb/2020,NYS.CO,NYS.CO
788,THE PARK SAWANGAN,1,1-0120,336.80,Y,Full Rental,"210,000.00","117,000.00",25/Feb/2020,03/Sep/2025,04/Sep/2020,03/Sep/2025,25/Feb/2020,THE EXECUTIVE & WRANGLER,"THE EXECUTIVE, COLORBOX & WRANGLER"
789,THE PARK SAWANGAN,1,1-0160,168.00,Y,Full Rental,"275,000.00","130,000.00",03/Mar/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,03/Mar/2020,URBAN & CO,URBAN & CO
790,THE PARK SAWANGAN,1,1-0170,0.00,Y,,0.00,0.00,,,,,,,
791,THE PARK SAWANGAN,1,1-0180,167.02,Y,Full Rental,"200,000.00","130,000.00",10/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,10/Feb/2020,PANDAN KURING,PANDAN KURING
