No,Sub Portfolio Name,Floor Name,Lot No,Net Area (Lot Master),NLA,Rental Base,Rental Rate,Service Charge Rate,Start Date,End Date,RCD,RED,Fit Out Commenced On,Business Name,Brand Name
792,THE PARK SAWANGAN,1,1-0190,38.71,Y,Full Rental,"100,000.00","65,000.00",10/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,10/Feb/2020,PANDAN KURING,PANDAN KURING
793,THE PARK SAWANGAN,1,1-0200,127.08,Y,Full Rental,"200,000.00","130,000.00",26/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,26/Feb/2020,BAKMITOPIA,BAKMITOPIA
794,THE PARK SAWANGAN,1,1-0210,45.00,Y,Full Rental,"100,000.00","65,000.00",26/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,26/Feb/2020,BAKMITOPIA,BAKMITOPIA
795,THE PARK SAWANGAN,1,1-0220,133.00,Y,,0.00,0.00,,,,,,,
796,THE PARK SAWANGAN,1,1-0230,50.00,Y,,0.00,0.00,,,,,,,
797,THE PARK SAWANGAN,1,1-0240,146.70,Y,Full Rental,"185,000.00","130,000.00",30/Jan/2020,13/Aug/2025,14/Aug/2020,13/Aug/2025,30/Jan/2020,GOKANA RAMEN & TEPPAN,GOKANA RAMEN & TEPPAN
798,THE PARK SAWANGAN,1,1-0250,57.40,Y,Full Rental,"92,500.00","65,000.00",30/Jan/2020,13/Aug/2025,14/Aug/2020,13/Aug/2025,30/Jan/2020,GOKANA RAMEN & TEPPAN,GOKANA RAMEN & TEPPAN
799,THE PARK SAWANGAN,1,1-0260,144.42,Y,Full Rental,"185,000.00","130,000.00",30/Jan/2020,13/Aug/2025,14/Aug/2020,13/Aug/2025,30/Jan/2020,RAA CHA SUKI & BBQ,RAA CHA SUKI & BBQ
800,THE PARK SAWANGAN,1,1-0270,46.05,Y,Full Rental,"92,500.00","65,000.00",30/Jan/2020,13/Aug/2025,14/Aug/2020,13/Aug/2025,30/Jan/2020,RAA CHA SUKI & BBQ,RAA CHA SUKI & BBQ
801,THE PARK SAWANGAN,1,1-0280,39.00,Y,Full Rental,"260,000.00","130,000.00",06/Mar/2020,09/Jul/2023,10/Jul/2020,09/Jul/2023,06/Mar/2020,CLEOPATRA - BAG REPUBLIC,CLEOPATRA - BAG REPUBLIC
802,THE PARK SAWANGAN,1,1-0290,67.00,Y,,0.00,0.00,,,,,,,
803,THE PARK SAWANGAN,1,1-0300,97.00,Y,,0.00,0.00,,,,,,,
804,THE PARK SAWANGAN,1,1-0310,90.00,Y,Full Rental,"260,000.00","130,000.00",03/Mar/2020,30/Jul/2025,31/Jul/2020,30/Jul/2025,03/Mar/2020,MANZONE,MANZONE
805,THE PARK SAWANGAN,1,1-0320,83.00,Y,Full Rental,"300,000.00","130,000.00",25/Feb/2020,27/Aug/2025,28/Aug/2020,27/Aug/2025,25/Feb/2020,ISLA,ISLA
806,THE PARK SAWANGAN,1,1-BAM01,23.48,N,,0.00,0.00,,,,,,,
807,THE PARK SAWANGAN,1,1-BAM02,21.73,N,,0.00,0.00,,,,,,,
808,THE PARK SAWANGAN,1,1-BAM03,11.75,N,,0.00,0.00,,,,,,,
809,THE PARK SAWANGAN,1,1-BAM04,38.23,N,,0.00,0.00,,,,,,,
810,THE PARK SAWANGAN,1,1-BAM05,45.00,N,,0.00,0.00,,,,,,,
811,THE PARK SAWANGAN,1,1-BAM06,5.31,N,,0.00,0.00,,,,,,,
812,THE PARK SAWANGAN,1,1-BAM07,8.22,N,,0.00,0.00,,,,,,,
813,THE PARK SAWANGAN,1,1-BAM08,10.31,N,,0.00,0.00,,,,,,,
814,THE PARK SAWANGAN,1,1-BOH01,2.25,N,,0.00,0.00,,,,,,,
815,THE PARK SAWANGAN,1,1-BOH02,20.89,N,,0.00,0.00,,,,,,,
816,THE PARK SAWANGAN,1,1-BOH03,21.86,N,,0.00,0.00,,,,,,,
817,THE PARK SAWANGAN,1,1-BOH04,43.34,N,,0.00,0.00,,,,,,,
818,THE PARK SAWANGAN,1,1-BOH05,2.20,N,,0.00,0.00,,,,,,,
819,THE PARK SAWANGAN,1,1-BOH06,26.08,N,,0.00,0.00,,,,,,,
820,THE PARK SAWANGAN,1,1-BOH07,28.54,N,,0.00,0.00,,,,,,,
821,THE PARK SAWANGAN,1,1-BOH08,31.23,N,,0.00,0.00,,,,,,,
822,THE PARK SAWANGAN,1,1-BOH09,42.07,N,,0.00,0.00,,,,,,,
823,THE PARK SAWANGAN,1,1-BOH10,44.06,N,,0.00,0.00,,,,,,,
824,THE PARK SAWANGAN,1,1-BOH11,12.57,N,,0.00,0.00,,,,,,,
825,THE PARK SAWANGAN,1,1-BOH12,34.09,N,,0.00,0.00,,,,,,,
826,THE PARK SAWANGAN,1,1-BOH13,151.31,N,,0.00,0.00,,,,,,,
827,THE PARK SAWANGAN,1,1-COM01,"1,277.01",N,,0.00,0.00,,,,,,,
828,THE PARK SAWANGAN,1,1-CVT01,47.68,N,,0.00,0.00,,,,,,,
829,THE PARK SAWANGAN,1,1-CVT02,7.70,N,,0.00,0.00,,,,,,,
830,THE PARK SAWANGAN,1,1-CVT03,72.53,N,,0.00,0.00,,,,,,,
831,THE PARK SAWANGAN,1,1-CVT04,8.01,N,,0.00,0.00,,,,,,,
832,THE PARK SAWANGAN,1,1-CVT05,47.68,N,,0.00,0.00,,,,,,,
833,THE PARK SAWANGAN,1,1-CVT06,9.41,N,,0.00,0.00,,,,,,,
834,THE PARK SAWANGAN,1,1-CVT07,9.58,N,,0.00,0.00,,,,,,,
835,THE PARK SAWANGAN,1,1-CVT08,8.68,N,,0.00,0.00,,,,,,,
836,THE PARK SAWANGAN,1,1-CVT09,10.19,N,,0.00,0.00,,,,,,,
837,THE PARK SAWANGAN,1,1-ICT01,10.96,N,,0.00,0.00,,,,,,,
838,THE PARK SAWANGAN,1,1-ICT02,4.65,N,,0.00,0.00,,,,,,,
839,THE PARK SAWANGAN,1,1-MEP01,0.00,N,,0.00,0.00,,,,,,,
840,THE PARK SAWANGAN,1,1-MEP02,21.50,N,,0.00,0.00,,,,,,,
841,THE PARK SAWANGAN,1,1-MEP03,7.34,N,,0.00,0.00,,,,,,,
842,THE PARK SAWANGAN,1,1-MEP04,2.48,N,,0.00,0.00,,,,,,,
843,THE PARK SAWANGAN,1,1-MEP05,21.75,N,,0.00,0.00,,,,,,,
844,THE PARK SAWANGAN,1,1-MEP06,38.00,N,,0.00,0.00,,,,,,,
845,THE PARK SAWANGAN,1,1-MEP07,0.00,N,,0.00,0.00,,,,,,,
846,THE PARK SAWANGAN,1,1-MEP08,85.51,N,,0.00,0.00,,,,,,,
847,THE PARK SAWANGAN,1,1-MEP09,171.91,N,,0.00,0.00,,,,,,,
848,THE PARK SAWANGAN,1,1-MEP10,12.70,N,,0.00,0.00,,,,,,,
849,THE PARK SAWANGAN,1,1-MEP11,40.33,N,,0.00,0.00,,,,,,,
850,THE PARK SAWANGAN,2,2-0010,503.14,Y,Full Rental,"50,000.00","40,000.00",27/Dec/2019,02/Jul/2025,03/Jul/2020,02/Jul/2025,27/Dec/2019,TOYS KINGDOM,TOYS KINGDOM
851,THE PARK SAWANGAN,2,2-0020,"2,268.00",Y,Full Rental,"50,000.00","40,000.00",27/Dec/2019,02/Jul/2025,03/Jul/2020,02/Jul/2025,27/Dec/2019,ACE HARDWARE,ACE HARDWARE
852,THE PARK SAWANGAN,2,2-0030,0.00,Y,,0.00,0.00,,,,,,,
853,THE PARK SAWANGAN,2,2-0040,106.29,Y,Full Rental,"210,000.00","130,000.00",28/Jan/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,28/Jan/2020,HAMMER & COCONUT ISLAND,HAMMER & COCONUT ISLAND
854,THE PARK SAWANGAN,2,2-0050,100.00,Y,Full Rental,"230,000.00",0.00,06/Jun/2020,05/Jun/2025,06/Jun/2020,05/Jun/2025,06/Jun/2020,ATARU,ATARU
855,THE PARK SAWANGAN,2,2-0060,93.00,Y,,0.00,0.00,,,,,,,
856,THE PARK SAWANGAN,2,2-0070,"1,381.10",Y,Full Rental,"50,000.00","40,000.00",27/Dec/2019,02/Jul/2025,03/Jul/2020,02/Jul/2025,27/Dec/2019,INFORMA,INFORMA
857,THE PARK SAWANGAN,2,2-0090,0.00,Y,,0.00,0.00,,,,,,,
858,THE PARK SAWANGAN,2,2-0095,727.14,Y,Full Rental,"50,000.00","75,000.00",30/Dec/2019,15/Jul/2025,16/Jul/2020,15/Jul/2025,30/Dec/2019,JYSK,JYSK
859,THE PARK SAWANGAN,2,2-0110,142.00,Y,Full Rental,"200,000.00","130,000.00",27/Feb/2020,02/Jul/2025,03/Jul/2020,02/Jul/2025,27/Feb/2020,FISIK SPORT,FISIK
860,THE PARK SAWANGAN,2,2-0120,137.08,Y,Full Rental,"120,000.00","130,000.00",17/Feb/2020,14/Aug/2025,15/Aug/2020,14/Aug/2025,17/Feb/2020,ROYAL SPORTING HOUSE,ROYAL SPORTING HOUSE
861,THE PARK SAWANGAN,2,2-0130,122.19,Y,Full Rental,"170,000.00","130,000.00",15/Jan/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,15/Jan/2020,KID & BABY GALLERY,KID & BABY GALLERY
862,THE PARK SAWANGAN,2,2-0140,122.00,Y,,0.00,0.00,,,,,,,
863,THE PARK SAWANGAN,2,2-0145,49.00,Y,,0.00,0.00,,,,,,,
864,THE PARK SAWANGAN,2,2-0150,61.96,Y,,0.00,0.00,,,,,,,
865,THE PARK SAWANGAN,2,2-0170,70.00,Y,Full Rental,"240,000.00","130,000.00",27/Feb/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,27/Feb/2020,NOBBY,NOBBY
866,THE PARK SAWANGAN,2,2-0175,41.68,Y,Full Rental,"275,000.00","130,000.00",14/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,14/Feb/2020,WARDAH COSMETICS,WARDAH COSMETICS
867,THE PARK SAWANGAN,2,2-0180,42.00,Y,Full Rental,"250,000.00","130,000.00",27/Feb/2020,13/Jul/2025,14/Jul/2020,13/Jul/2025,27/Feb/2020,WACOAL,WACOAL
868,THE PARK SAWANGAN,2,2-0190,168.65,Y,Full Rental,"120,000.00","130,000.00",17/Feb/2020,14/Aug/2025,15/Aug/2020,14/Aug/2025,17/Feb/2020,KIDZ STATION,KIDZ STATION
869,THE PARK SAWANGAN,2,2-0210,84.07,Y,Full Rental,"230,000.00","130,000.00",12/Feb/2020,09/Jul/2023,10/Jul/2020,09/Jul/2023,12/Feb/2020,CINDY & YAYANG,CINDY & YAYANG
870,THE PARK SAWANGAN,2,2-0220,84.07,Y,Full Rental,"235,000.00","130,000.00",10/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,10/Feb/2020,HOUSE OF ZAKKA,HOUSE OF ZAKA
871,THE PARK SAWANGAN,2,2-0230,84.00,Y,Full Rental,"250,000.00","130,000.00",03/Mar/2020,02/Jul/2025,03/Jul/2020,02/Jul/2025,03/Mar/2020,ERAFONE,ERAFONE
872,THE PARK SAWANGAN,2,2-0240,202.51,Y,Full Rental,"200,000.00","130,000.00",29/Jan/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,29/Jan/2020,IMPERIAL KITCHEN & DIMSUM,IMPERIAL KITCHEN & DIMSUM
873,THE PARK SAWANGAN,2,2-0250,169.00,Y,Full Rental,"185,000.00",0.00,02/Mar/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,02/Mar/2020,TEKKO,TEKKO
874,THE PARK SAWANGAN,2,2-0260,180.46,Y,Full Rental,"97,272.00","130,000.00",11/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,11/Feb/2020,YOSHINOYA,YOSHINOYA
875,THE PARK SAWANGAN,2,2-0270,96.33,Y,Full Rental,"200,000.00",0.00,03/Mar/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,03/Mar/2020,CFC,CFC
876,THE PARK SAWANGAN,2,2-0275,97.49,Y,,0.00,0.00,,,,,,,
877,THE PARK SAWANGAN,2,2-0280,172.00,Y,,0.00,0.00,,,,,,,
878,THE PARK SAWANGAN,2,2-0285,12.66,Y,Full Rental,"650,000.00","130,000.00",06/Feb/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,06/Feb/2020,HOP HOP,HOP HOP
879,THE PARK SAWANGAN,2,2-0290,28.00,Y,Full Rental,"300,000.00","130,000.00",25/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,25/Feb/2020,KIDDY CUTS,KIDDY CUTS
880,THE PARK SAWANGAN,2,2-0295,205.87,Y,Combine,"130,000.00",0.00,14/Feb/2020,15/Jul/2022,16/Jul/2020,15/Jul/2022,14/Feb/2020,GUNUNG AGUNG,GUNUNG AGUNG
881,THE PARK SAWANGAN,2,2-BAM01,23.48,N,,0.00,0.00,,,,,,,
882,THE PARK SAWANGAN,2,2-BAM02,21.73,N,,0.00,0.00,,,,,,,
883,THE PARK SAWANGAN,2,2-BAM03,45.88,N,,0.00,0.00,,,,,,,
884,THE PARK SAWANGAN,2,2-BAM04,6.32,N,,0.00,0.00,,,,,,,
885,THE PARK SAWANGAN,2,2-BAM05,5.34,N,,0.00,0.00,,,,,,,
886,THE PARK SAWANGAN,2,2-BAM06,59.96,N,,0.00,0.00,,,,,,,
887,THE PARK SAWANGAN,2,2-BAM07,15.16,N,,0.00,0.00,,,,,,,
888,THE PARK SAWANGAN,2,2-BAM08,66.45,N,,0.00,0.00,,,,,,,
889,THE PARK SAWANGAN,2,2-BAM09,16.29,N,,0.00,0.00,,,,,,,
890,THE PARK SAWANGAN,2,2-BAM10,57.77,N,,0.00,0.00,,,,,,,
891,THE PARK SAWANGAN,2,2-BAM11,8.33,N,,0.00,0.00,,,,,,,
892,THE PARK SAWANGAN,2,2-BAM12,8.87,N,,0.00,0.00,,,,,,,
893,THE PARK SAWANGAN,2,2-BOH01,2.25,N,,0.00,0.00,,,,,,,
894,THE PARK SAWANGAN,2,2-BOH02,20.89,N,,0.00,0.00,,,,,,,
895,THE PARK SAWANGAN,2,2-BOH03,21.86,N,,0.00,0.00,,,,,,,
896,THE PARK SAWANGAN,2,2-BOH04,49.05,N,,0.00,0.00,,,,,,,
897,THE PARK SAWANGAN,2,2-BOH05,3.93,N,,0.00,0.00,,,,,,,
898,THE PARK SAWANGAN,2,2-BOH06,105.03,N,,0.00,0.00,,,,,,,
899,THE PARK SAWANGAN,2,2-BOH07,42.07,N,,0.00,0.00,,,,,,,
900,THE PARK SAWANGAN,2,2-BOH08,52.34,N,,0.00,0.00,,,,,,,
901,THE PARK SAWANGAN,2,2-BOH09,34.09,N,,0.00,0.00,,,,,,,
902,THE PARK SAWANGAN,2,2-BOH10,0.88,N,,0.00,0.00,,,,,,,
903,THE PARK SAWANGAN,2,2-BOH11,148.42,N,,0.00,0.00,,,,,,,
904,THE PARK SAWANGAN,2,2-COM01,"1,507.64",N,,0.00,0.00,,,,,,,
905,THE PARK SAWANGAN,2,2-CVT01,47.68,N,,0.00,0.00,,,,,,,
906,THE PARK SAWANGAN,2,2-CVT02,58.89,N,,0.00,0.00,,,,,,,
907,THE PARK SAWANGAN,2,2-CVT03,7.70,N,,0.00,0.00,,,,,,,
908,THE PARK SAWANGAN,2,2-CVT04,47.53,N,,0.00,0.00,,,,,,,
909,THE PARK SAWANGAN,2,2-CVT05,8.01,N,,0.00,0.00,,,,,,,
910,THE PARK SAWANGAN,2,2-CVT06,47.68,N,,0.00,0.00,,,,,,,
911,THE PARK SAWANGAN,2,2-CVT07,9.42,N,,0.00,0.00,,,,,,,
912,THE PARK SAWANGAN,2,2-CVT08,9.55,N,,0.00,0.00,,,,,,,
913,THE PARK SAWANGAN,2,2-CVT09,9.02,N,,0.00,0.00,,,,,,,
914,THE PARK SAWANGAN,2,2-ICT01,5.23,N,,0.00,0.00,,,,,,,
915,THE PARK SAWANGAN,2,2-ICT02,4.65,N,,0.00,0.00,,,,,,,
916,THE PARK SAWANGAN,2,2-MEP01,0.00,N,,0.00,0.00,,,,,,,
917,THE PARK SAWANGAN,2,2-MEP02,21.50,N,,0.00,0.00,,,,,,,
918,THE PARK SAWANGAN,2,2-MEP03,7.34,N,,0.00,0.00,,,,,,,
919,THE PARK SAWANGAN,2,2-MEP04,2.48,N,,0.00,0.00,,,,,,,
920,THE PARK SAWANGAN,2,2-MEP05,21.75,N,,0.00,0.00,,,,,,,
921,THE PARK SAWANGAN,2,2-MEP06,0.00,N,,0.00,0.00,,,,,,,
922,THE PARK SAWANGAN,2,2-MEP07,39.05,N,,0.00,0.00,,,,,,,
923,THE PARK SAWANGAN,2,2-MEP08,40.33,N,,0.00,0.00,,,,,,,
924,THE PARK SAWANGAN,2,2-MEP09,12.57,N,,0.00,0.00,,,,,,,
925,THE PARK SAWANGAN,2,2-MEP10,45.90,N,,0.00,0.00,,,,,,,
926,THE PARK SAWANGAN,3,3-0010,"2,437.81",Y,Full Rental,"37,000.00",0.00,27/Sep/2019,15/Jul/2040,16/Jul/2020,15/Jul/2040,27/Sep/2019,CINEMA XXI,CINEMA XXI
927,THE PARK SAWANGAN,3,3-0020,641.81,Y,Full Rental,"80,000.00",0.00,13/Jan/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,13/Jan/2020,FUNWORLD,FUNWORLD & KIDZILLA
928,THE PARK SAWANGAN,3,3-0030,"2,315.52",Y,Full Rental,"50,000.00","40,000.00",27/Dec/2019,02/Jul/2025,03/Jul/2020,02/Jul/2025,27/Dec/2019,INFORMA,INFORMA
929,THE PARK SAWANGAN,3,3-0040,425.00,Y,Full Rental,"50,000.00",0.00,22/May/2020,21/May/2025,22/May/2020,21/May/2025,22/May/2020,INFORMA ELECTRONICS,INFORMA ELECTRONICS
930,THE PARK SAWANGAN,3,3-0070,13.00,Y,Full Rental,"650,000.00","130,000.00",19/Feb/2020,15/Jul/2021,16/Jul/2020,15/Jul/2021,19/Feb/2020,JOLLY TIME,JOLLY TIME
931,THE PARK SAWANGAN,3,3-0110,516.11,Y,Full Rental,"80,000.00",0.00,13/Jan/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,13/Jan/2020,FUNWORLD,FUNWORLD & KIDZILLA
932,THE PARK SAWANGAN,3,3-0120,18.00,Y,Full Rental,"600,000.00","130,000.00",28/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,28/Feb/2020,TONG TJI,TONG TJI
933,THE PARK SAWANGAN,3,3-0130,36.83,Y,Full Rental,"500,000.00",0.00,14/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,14/Feb/2020,BAKMI GM,BAKMI GM
934,THE PARK SAWANGAN,3,3-0150,19.00,Y,Full Rental,"650,000.00","130,000.00",27/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,27/Feb/2020,BAKSO CELUP SINGAPORE,BAKSO CELUP SINGAPORE
935,THE PARK SAWANGAN,3,3-0160,17.00,Y,Full Rental,"400,000.00","130,000.00",09/Mar/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,09/Mar/2020,D'CREPES,D'CREPES
936,THE PARK SAWANGAN,3,3-0170,17.00,Y,,0.00,0.00,,,,,,,
937,THE PARK SAWANGAN,3,3-0180,23.00,Y,,0.00,0.00,,,,,,,
938,THE PARK SAWANGAN,3,3-0190,26.00,Y,Full Rental,"550,000.00","130,000.00",29/Feb/2020,15/Jul/2022,16/Jul/2020,15/Jul/2022,29/Feb/2020,AYAM GORENG FATMAWATI,AYAM GORENG FATMAWATI
939,THE PARK SAWANGAN,3,3-0200,36.00,Y,Full Rental,"500,000.00","130,000.00",28/Feb/2020,13/Aug/2025,14/Aug/2020,13/Aug/2025,28/Feb/2020,PEPPER LUNCH,PEPPER LUNCH
940,THE PARK SAWANGAN,3,3-0210,0.00,Y,,0.00,0.00,,,,,,,
941,THE PARK SAWANGAN,3,3-0220,18.00,Y,Full Rental,"500,000.00","130,000.00",29/Feb/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,29/Feb/2020,KWETIAU 28 AHO,KWETIAU 28 AHO
942,THE PARK SAWANGAN,3,3-0230,36.00,Y,,0.00,0.00,,,,,,,
943,THE PARK SAWANGAN,3,3-0250,33.00,Y,Full Rental,"525,000.00",0.00,21/Feb/2020,15/Jul/2025,16/Jul/2020,15/Jul/2025,21/Feb/2020,GOLDEN LAMIAN,GOLDEN LAMIAN
944,THE PARK SAWANGAN,3,3-0270,33.00,Y,Full Rental,"350,000.00","130,000.00",25/Feb/2020,02/Jul/2023,03/Jul/2020,02/Jul/2023,25/Feb/2020,KOKUMI,KOKUMI
945,THE PARK SAWANGAN,3,3-0280,33.00,Y,,0.00,0.00,,,,,,,
946,THE PARK SAWANGAN,3,3-0310,33.13,Y,Full Rental,"350,000.00","130,000.00",10/Feb/2020,08/Jul/2023,09/Jul/2020,08/Jul/2023,10/Feb/2020,O'CREPES COFFEE & SNACK,O'CREPES COFFEE & SNACK
947,THE PARK SAWANGAN,3,3-0320,33.11,Y,Full Rental,"350,000.00",0.00,29/Jan/2020,15/Jul/2023,16/Jul/2020,15/Jul/2023,29/Jan/2020,LOLY POLY,LOLY POLY
948,THE PARK SAWANGAN,3,3-BAM01,21.73,N,,0.00,0.00,,,,,,,
949,THE PARK SAWANGAN,3,3-BAM02,23.48,N,,0.00,0.00,,,,,,,
950,THE PARK SAWANGAN,3,3-BAM03,16.96,N,,0.00,0.00,,,,,,,
951,THE PARK SAWANGAN,3,3-BAM04,45.88,N,,0.00,0.00,,,,,,,
952,THE PARK SAWANGAN,3,3-BAM05,6.32,N,,0.00,0.00,,,,,,,
953,THE PARK SAWANGAN,3,3-BAM06,59.96,N,,0.00,0.00,,,,,,,
954,THE PARK SAWANGAN,3,3-BAM07,5.34,N,,0.00,0.00,,,,,,,
955,THE PARK SAWANGAN,3,3-BAM08,8.33,N,,0.00,0.00,,,,,,,
956,THE PARK SAWANGAN,3,3-BAM09,8.87,N,,0.00,0.00,,,,,,,
957,THE PARK SAWANGAN,3,3-BOH01,70.95,N,,0.00,0.00,,,,,,,
958,THE PARK SAWANGAN,3,3-BOH02,2.25,N,,0.00,0.00,,,,,,,
959,THE PARK SAWANGAN,3,3-BOH03,20.89,N,,0.00,0.00,,,,,,,
960,THE PARK SAWANGAN,3,3-BOH04,21.86,N,,0.00,0.00,,,,,,,
961,THE PARK SAWANGAN,3,3-BOH05,42.81,N,,0.00,0.00,,,,,,,
962,THE PARK SAWANGAN,3,3-BOH06,3.93,N,,0.00,0.00,,,,,,,
963,THE PARK SAWANGAN,3,3-BOH07,49.05,N,,0.00,0.00,,,,,,,
964,THE PARK SAWANGAN,3,3-BOH08,51.02,N,,0.00,0.00,,,,,,,
965,THE PARK SAWANGAN,3,3-BOH09,148.42,N,,0.00,0.00,,,,,,,
966,THE PARK SAWANGAN,3,3-BOH10,0.88,N,,0.00,0.00,,,,,,,
967,THE PARK SAWANGAN,3,3-BOH11,40.74,N,,0.00,0.00,,,,,,,
968,THE PARK SAWANGAN,3,3-BOH12,52.34,N,,0.00,0.00,,,,,,,
969,THE PARK SAWANGAN,3,3-BOH13,34.09,N,,0.00,0.00,,,,,,,
970,THE PARK SAWANGAN,3,3-COM01,"2,146.43",N,,0.00,0.00,,,,,,,
971,THE PARK SAWANGAN,3,3-CVT01,7.70,N,,0.00,0.00,,,,,,,
972,THE PARK SAWANGAN,3,3-CVT02,8.01,N,,0.00,0.00,,,,,,,
973,THE PARK SAWANGAN,3,3-CVT03,9.42,N,,0.00,0.00,,,,,,,
974,THE PARK SAWANGAN,3,3-CVT04,9.55,N,,0.00,0.00,,,,,,,
975,THE PARK SAWANGAN,3,3-CVT05,9.02,N,,0.00,0.00,,,,,,,
976,THE PARK SAWANGAN,3,3-CVT06,10.94,N,,0.00,0.00,,,,,,,
977,THE PARK SAWANGAN,3,3-ICT01,5.23,N,,0.00,0.00,,,,,,,
978,THE PARK SAWANGAN,3,3-ICT02,4.65,N,,0.00,0.00,,,,,,,
979,THE PARK SAWANGAN,3,3-MEP01,0.00,N,,0.00,0.00,,,,,,,
980,THE PARK SAWANGAN,3,3-MEP02,21.50,N,,0.00,0.00,,,,,,,
981,THE PARK SAWANGAN,3,3-MEP03,7.34,N,,0.00,0.00,,,,,,,
982,THE PARK SAWANGAN,3,3-MEP04,2.48,N,,0.00,0.00,,,,,,,
983,THE PARK SAWANGAN,3,3-MEP05,21.75,N,,0.00,0.00,,,,,,,
984,THE PARK SAWANGAN,3,3-MEP06,0.00,N,,0.00,0.00,,,,,,,
985,THE PARK SAWANGAN,3,3-MEP07,29.78,N,,0.00,0.00,,,,,,,
986,THE PARK SAWANGAN,3,3-MEP08,325.51,N,,0.00,0.00,,,,,,,
987,THE PARK SAWANGAN,3,3-MEP09,41.53,N,,0.00,0.00,,,,,,,
988,THE PARK SAWANGAN,3,3-MEP10,12.57,N,,0.00,0.00,,,,,,,
989,THE PARK SAWANGAN,3,3-MEP11,58.17,N,,0.00,0.00,,,,,,,
